,Ram,Storage,Brand,Color,Display_Size,Display_Type,Front_Cam,Rear_Cam,Price
1504,8 GB RAM ,128 GB RO,oppo,Black,6.43,HD+,16,48,"₹17,990"
1505,2 GB RAM ,32 GB ROM,redmi,Black,6.52,HD+,5,8,"₹7,499"
1506,8 GB RAM ,256 GB RO,redmi,Black,6.67,HD+,16,200,"₹29,999"
1508,8 GB RAM ,128 GB RO,vivo,Blue,6.78,HD+,50,50,"₹37,999"
1509,8 GB RAM ,128 GB RO,vivo,Orange,6.58,HD+,16,50,"₹19,999"
1510,8 GB RAM ,128 GB RO,vivo,Orange,6.58,HD+,16,50,"₹19,943"
1511,6 GB RAM ,128 GB RO,redmi,Green,6.56,HD+,8,48,"₹14,999"
1512,3 GB RAM ,32 GB ROM,redmi,Blue,6.52,HD+,5,8,"₹8,499"
1514,4 GB RAM ,64 GB ROM,redmi,Carbon,6.53,HD+,5,13,"₹9,200"
1515,2 GB RAM ,32 GB ROM,vivo,Blue,6.51,HD+,5,8,"₹7,999"
1518,12 GB RAM ,256 GB RO,vivo,Black,6.78,HD+,50,50,"₹42,999"
1519,3 GB RAM ,32 GB ROM,redmi,Green,6.52,HD+,5,8,"₹8,499"
1520,12 GB RAM ,256 GB RO,vivo,Blue,6.78,HD+,50,50,"₹42,999"
1521,4 GB RAM ,64 GB ROM,oppo,Gold,6.56,HD+,8,13,"₹13,999"
1524,8 GB RAM ,128 GB RO,vivo,Black,6.58,HD+,16,50,"₹19,990"
1527,8 GB RAM ,256 GB RO,vivo,Blue,6.78,HD+,50,50,"₹39,999"
1528,8 GB RAM ,256 GB RO,vivo,Black,6.78,HD+,50,50,"₹39,999"
1531,4 GB RAM ,64 GB ROM,oppo,Blue,6.56,HD+,5,50,"₹12,198"
1532,8 GB RAM ,128 GB RO,oppo,Gold,6.43,AMOLED,16,64,"₹24,634"
1533,8 GB RAM ,128 GB RO,redmi,White,6.43,AMOLED,13,64,"₹16,499"
1534,8 GB RAM ,128 GB RO,oppo,Blue,6.56,HD+,8,48,"₹25,999"
1535,6 GB RAM ,128 GB RO,redmi,Black,6.53,HD+,13,48,"₹14,999"
1536,4 GB RAM ,64 GB ROM,oppo,Blue,6.56,HD+,8,50,"₹15,499"
1538,2 GB RAM ,32 GB ROM,vivo,Blue,6.51,HD+,5,8,"₹8,190"
1540,3 GB RAM ,32 GB ROM,redmi,Black,6.52,HD+,5,8,"₹8,499"
1541,3 GB RAM ,32 GB ROM,oppo,White,6.52,HD+,5,13,"₹9,990"
1542,8 GB RAM ,128 GB RO,vivo,Black,6.78,HD+,50,50,"₹37,999"
1544,6 GB RAM ,128 GB RO,oppo,Black,6.59,HD+,16,50,"₹13,990"
1545,6 GB RAM ,128 GB RO,oppo,Blue,6.59,HD+,16,50,"₹13,990"
1546,8 GB RAM ,128 GB RO,oppo,Black,6.43,AMOLED,16,64,"₹24,999"
1551,4 GB RAM ,128 GB RO,vivo,Pearl,6.58,HD+,8,50,"₹15,499"
1552,2 GB RAM ,32 GB ROM,vivo,Black,6.51,HD+,5,8,"₹7,999"
1553,8 GB RAM ,128 GB RO,redmi,Purple,6.67,HD,16,50,"₹26,999"
1555,3 GB RAM ,32 GB ROM,oppo,Black,6.52,HD+,5,13,"₹9,990"
1556,3 GB RAM ,32 GB ROM,oppo,Blue,6.22,HD+,5,13,"₹9,990"
1557,8 GB RAM ,128 GB RO,vivo,Black,6.58,HD+,16,50,"₹19,990"
1560,4 GB RAM ,64 GB ROM,oppo,Black,6.56,HD+,8,13,"₹13,999"
1561,6 GB RAM ,64 GB ROM,redmi,White,6.43,HD+,13,64,"₹11,999"
1563,4 GB RAM ,128 GB RO,oppo,Orange,6.56,HD+,8,50,"₹15,999"
1564,4 GB RAM ,128 GB RO,oppo,Blue,6.56,HD+,8,50,"₹15,999"
1566,6 GB RAM ,128 GB RO,redmi,Grey,6.53,HD+,13,48,"₹14,999"
1567,4 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹13,989"
1568,4 GB RAM ,128 GB RO,oppo,Blue,6.51,HD+,16,50,"₹13,999"
1569,4 GB RAM ,128 GB RO,oppo,Green,6.51,HD+,16,50,"₹13,999"
1570,4 GB RAM ,128 GB RO,vivo,Blue,6.58,HD+,8,50,"₹15,499"
1571,4 GB RAM ,64 GB ROM,oppo,Green,6.56,HD+,8,13,"₹13,999"
1577,3 GB RAM ,32 GB ROM,vivo,Green,6.51,HD+,8,13,"₹9,499"
1578,12 GB RAM ,256 GB RO,redmi,White,6.67,HD+,16,200,"₹32,999"
1580,4 GB RAM ,64 GB ROM,oppo,Blue,6.22,HD+,5,13,"₹10,990"
1583,6 GB RAM ,128 GB RO,redmi,White,6.5,HD,8,50,"₹14,999"
1586,6 GB RAM ,128 GB RO,redmi,Purple,6.53,HD+,5,13,"₹11,499"
1587,8 GB RAM ,128 GB RO,vivo,Gold,6.44,AMOLED,44,50,"₹24,999"
1590,6 GB RAM ,128 GB RO,redmi,Carbon,6.53,HD+,5,13,"₹11,499"
1591,8 GB RAM ,128 GB RO,oppo,Black,6.43,HD+,32,64,"₹20,950"
1592,12 GB RAM ,256 GB RO,vivo,Black,6.78,HD,32,50,"₹79,999"
1594,6 GB RAM ,128 GB RO,redmi,Black,6.5,HD,8,50,"₹14,999"
1597,4 GB RAM ,64 GB ROM,oppo,Silver,6.22,HD+,5,13,"₹10,990"
1598,6 GB RAM ,128 GB RO,oppo,Black,6.51,HD+,16,50,"₹15,999"
1599,4 GB RAM ,128 GB RO,oppo,Black,6.51,HD+,16,50,"₹13,999"
1626,8 GB RAM ,128 GB RO,oppo,Gold,6.43,HD+,32,64,"₹21,890"
1629,8 GB RAM ,128 GB RO,vivo,Black,6.78,HD+,32,50,"₹54,999"
1630,6 GB RAM ,128 GB RO,oppo,Blue,6.56,HD+,8,13,"₹16,490"
1631,8 GB RAM ,128 GB RO,oppo,Silver,6.43,HD+,16,48,"₹17,990"
1632,4 GB RAM ,64 GB ROM,redmi,Carbon,6.53,HD+,5,13,"₹8,989"
1633,6 GB RAM ,128 GB RO,vivo,Black,6.58,HD+,16,50,"₹16,990"
1635,8 GB RAM ,128 GB RO,oppo,Black,6.56,HD+,8,48,"₹16,999"
1636,4 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹13,450"
1637,4 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹12,895"
1638,6 GB RAM ,128 GB RO,oppo,Black,6.51,HD+,16,50,"₹14,900"
1639,4 GB RAM ,64 GB ROM,oppo,White,6.52,HD+,5,13,"₹10,990"
1640,8 GB RAM ,256 GB RO,vivo,Blue,6.44,HD+,44,64,"₹28,490"
1641,6 GB RAM ,128 GB RO,redmi,Blue,6.5,HD,8,50,"₹14,999"
1642,4 GB RAM ,128 GB RO,vivo,Black,6.58,HD+,16,50,"₹15,990"
1643,8 GB RAM ,128 GB RO,oppo,Black,6.59,HD+,16,50,"₹16,990"
1644,4 GB RAM ,64 GB ROM,oppo,Green,6.51,HD+,16,50,"₹13,499"
1646,4 GB RAM ,64 GB ROM,redmi,White,6.56,HD+,8,48,"₹12,999"
1648,8 GB RAM ,128 GB RO,vivo,Black,6.44,HD+,16,64,"₹19,990"
1649,8 GB RAM ,256 GB RO,oppo,Purple,6.8,HD+,32,50,"₹89,999"
1651,8 GB RAM ,128 GB RO,vivo,Gold,6.56,HD+,50,108,"₹38,990"
1654,8 GB RAM ,128 GB RO,vivo,Black,6.44,HD+,50,64,"₹30,989"
1655,8 GB RAM ,128 GB RO,vivo,Black,6.44,HD+,50,64,"₹27,999"
1656,4 GB RAM ,64 GB ROM,oppo,Black,6.52,HD+,8,13,"₹12,990"
1657,4 GB RAM ,64 GB ROM,redmi,Green,6.53,HD+,5,13,"₹7,499"
1658,6 GB RAM ,128 GB RO,redmi,White,6.56,HD+,8,48,"₹14,999"
1660,4 GB RAM ,128 GB RO,oppo,Black,6.51,HD+,16,50,"₹13,998"
1661,3 GB RAM ,32 GB ROM,oppo,Black,6.52,HD+,5,13,"₹9,490"
1662,6 GB RAM ,128 GB RO,oppo,Black,6.5,HD+,8,12,"₹14,100"
1663,3 GB RAM ,32 GB ROM,oppo,Blue,6.52,HD+,5,13,"₹9,780"
1664,4 GB RAM ,128 GB RO,redmi,Black,6.53,HD+,13,48,"₹14,819"
1666,3 GB RAM ,32 GB ROM,oppo,Black,6.52,HD+,5,13,"₹9,490"
1667,4 GB RAM ,64 GB ROM,redmi,Green,6.53,HD+,13,48,"₹12,990"
1668,4 GB RAM ,64 GB ROM,redmi,Black,6.53,HD+,13,48,"₹11,999"
1669,6 GB RAM ,64 GB ROM,redmi,Purple,6.43,HD+,13,64,"₹11,999"
1670,8 GB RAM ,128 GB RO,vivo,Blue,6.44,HD+,50,64,"₹29,900"
1672,12 GB RAM ,256 GB RO,vivo,Blue,6.44,HD+,50,64,"₹31,999"
1674,8 GB RAM ,128 GB RO,vivo,Black,6.56,HD+,50,108,"₹38,990"
1676,6 GB RAM ,128 GB RO,oppo,Blue,6.51,HD+,16,13,"₹15,990"
1679,3 GB RAM ,64 GB ROM,vivo,Green,6.51,HD+,8,13,"₹13,990"
1682,4 GB RAM ,64 GB ROM,oppo,Black,6.56,HD+,8,13,"₹13,885"
1683,3 GB RAM ,32 GB ROM,oppo,Black,6.5,HD+,8,13,"₹10,490"
1685,4 GB RAM ,128 GB RO,oppo,Blue,6.51,HD+,16,13,"₹14,380"
1686,4 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹14,900"
1687,4 GB RAM ,64 GB ROM,redmi,Green,6.56,HD+,8,48,"₹12,999"
1689,6 GB RAM ,64 GB ROM,redmi,Black,6.43,AMOLED,13,64,"₹13,690"
1690,6 GB RAM ,128 GB RO,redmi,White,6.43,AMOLED,13,64,"₹16,499"
1692,12 GB RAM ,256 GB RO,oppo,Black,6.5,AMOLED,32,50,"₹34,999"
1693,4 GB RAM ,64 GB ROM,oppo,Green,6.56,HD+,8,13,"₹13,989"
1694,8 GB RAM ,128 GB RO,vivo,Blue,6.44,HD+,50,64,"₹27,999"
1697,8 GB RAM ,256 GB RO,oppo,Black,6.8,HD+,32,50,"₹89,999"
1698,6 GB RAM ,128 GB RO,oppo,Black,6.56,HD+,8,13,"₹16,490"
1699,6 GB RAM ,128 GB RO,oppo,Black,6.51,HD+,16,13,"₹13,250"
1701,8 GB RAM ,256 GB RO,oppo,Black,6.43,HD,32,64,"₹25,999"
1705,6 GB RAM ,128 GB RO,oppo,Black,6.52,HD+,8,13,"₹15,990"
1707,12 GB RAM ,256 GB RO,oppo,Blue,6.5,AMOLED,32,50,"₹34,999"
1710,4 GB RAM ,128 GB RO,oppo,Blue,6.51,HD+,16,13,"₹14,379"
1711,8 GB RAM ,128 GB RO,redmi,Black,6.53,HD+,20,64,"₹19,999"
1722,8 GB RAM ,128 GB RO,oppo,Black,6.43,HD+,32,64,"₹20,990"
1723,8 GB RAM ,128 GB RO,vivo,Blue,6.56,HD+,32,64,"₹35,999"
1724,4 GB RAM ,128 GB RO,redmi,Green,6.53,HD+,5,13,"₹9,299"
1726,4 GB RAM ,64 GB ROM,redmi,Black,6.56,HD+,8,48,"₹12,390"
1727,4 GB RAM ,64 GB ROM,vivo,Pearl,6.3,HD+,24,16,"₹23,990"
1728,8 GB RAM ,256 GB RO,oppo,Black,6.43,HD+,16,48,"₹22,999"
1729,8 GB RAM ,128 GB RO,oppo,Purple,6.43,HD+,16,48,"₹19,490"
1730,8 GB RAM ,256 GB RO,oppo,Silver,6.43,HD+,16,48,"₹22,990"
1731,6 GB RAM ,128 GB RO,redmi,White,6.53,HD+,13,48,"₹18,999"
1733,3 GB RAM ,32 GB ROM,vivo,Purple,6.22,HD+,8,13,"₹10,990"
1734,12 GB RAM ,256 GB RO,vivo,Black,6.78,HD+,32,50,"₹61,799"
1735,8 GB RAM ,128 GB RO,vivo,Pearl,6.44,HD+,32,64,"₹19,999"
1736,4 GB RAM ,64 GB ROM,vivo,Black,6.53,HD+,32,16,"₹15,990"
1744,6 GB RAM ,128 GB RO,oppo,Orange,6.44,HD+,16,16,"₹18,500"
1745,4 GB RAM ,64 GB ROM,redmi,Black,6.53,HD+,8,13,"₹10,499"
1746,4 GB RAM ,64 GB ROM,oppo,Pearl,6.52,HD+,8,13,"₹12,799"
1747,3 GB RAM ,32 GB ROM,vivo,Black,6.1,HD+,5,13,"₹13,990"
1748,3 GB RAM ,32 GB ROM,vivo,Black,6.22,HD+,8,13,"₹10,990"
1749,6 GB RAM ,64 GB ROM,redmi,Black,6.67,HD+,32,64,"₹18,999"
1751,3 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹15,490"
1754,6 GB RAM ,64 GB ROM,vivo,Black,6.53,HD+,32,12,"₹26,990"
1755,4 GB RAM ,64 GB ROM,vivo,Blue,6.51,HD+,8,13,"₹16,990"
1757,3 GB RAM ,16 GB ROM,oppo,Black,5.2,HD,5,13,"₹13,490"
1758,6 GB RAM ,128 GB RO,vivo,Black,6.28,HD+,12,12,"₹36,990"
1759,8 GB RAM ,128 GB RO,vivo,Black,6.44,HD+,16,64,"₹18,997"
1760,8 GB RAM ,128 GB RO,vivo,Silver,6.44,HD+,32,48,"₹30,990"
1761,8 GB RAM ,128 GB RO,redmi,Blue,6.53,HD+,20,64,"₹19,999"
1762,3 GB RAM ,32 GB ROM,oppo,Black,6.52,HD+,5,13,"₹10,990"
1764,6 GB RAM ,64 GB ROM,redmi,Blue,6.53,HD+,20,64,"₹16,999"
1765,3 GB RAM ,32 GB ROM,vivo,Gold,5.5,HD,16,13,"₹14,990"
1766,4 GB RAM ,32 GB ROM,vivo,Black,6.3,HD+,16,16,"₹19,990"
1767,3 GB RAM ,64 GB ROM,vivo,Blue,6.35,HD+,8,13,"₹10,999"
1769,8 GB RAM ,128 GB RO,oppo,Blue,6.56,HD+,8,50,"₹18,980"
1770,6 GB RAM ,128 GB RO,vivo,Blue,6.39,HD+,32,48,"₹32,990"
1772,4 GB RAM ,64 GB ROM,oppo,Gold,5.5,HD,16,13,"₹20,990"
1773,6 GB RAM ,128 GB RO,oppo,Gold,6.51,HD+,16,13,"₹15,999"
1776,4 GB RAM ,64 GB ROM,redmi,Black,6.53,HD+,8,48,"₹11,499"
1784,6 GB RAM ,128 GB RO,oppo,Cream,6.5,HD+,16,13,"₹13,990"
1785,12 GB RAM ,256 GB RO,vivo,Black,6.78,HD+,32,50,"₹61,999"
1792,8 GB RAM ,128 GB RO,vivo,Black,6.56,HD+,32,48,"₹34,990"
1797,6 GB RAM ,64 GB ROM,redmi,Gold,6.67,HD+,32,64,"₹18,999"
1801,6 GB RAM ,64 GB ROM,vivo,Blue,6.38,HD+,32,16,"₹20,990"
1802,6 GB RAM ,128 GB RO,redmi,White,6.67,HD+,32,64,"₹20,999"
1803,8 GB RAM ,128 GB RO,vivo,Purple,6.38,HD+,32,48,"₹24,990"
1804,6 GB RAM ,64 GB ROM,vivo,Purple,6.38,HD+,32,48,"₹19,990"
1805,4 GB RAM ,64 GB ROM,oppo,Gold,6.38,HD,16,16,"₹30,990"
1808,6 GB RAM ,128 GB RO,redmi,White,6.53,HD+,20,64,"₹17,999"
1809,6 GB RAM ,64 GB ROM,redmi,White,6.53,HD+,20,64,"₹16,999"
1815,4 GB RAM ,64 GB ROM,vivo,Black,6.22,HD+,20,13,"₹18,990"
1816,6 GB RAM ,64 GB ROM,vivo,Black,6.41,HD+,25,12,"₹28,990"
1817,8 GB RAM ,128 GB RO,vivo,Black,6.44,HD+,32,48,"₹32,990"
1818,6 GB RAM ,128 GB RO,oppo,Black,6.5,HD+,16,48,"₹29,990"
1819,4 GB RAM ,128 GB RO,oppo,White,6.4,HD+,16,48,"₹20,990"
1820,8 GB RAM ,128 GB RO,oppo,Black,6.4,HD+,16,48,"₹22,990"
1821,4 GB RAM ,128 GB RO,oppo,Blue,6.4,HD+,16,48,"₹20,990"
1822,8 GB RAM ,128 GB RO,oppo,Blue,6.4,HD+,16,48,"₹22,990"
1823,4 GB RAM ,128 GB RO,oppo,Black,6.4,HD+,16,48,"₹20,990"
1824,4 GB RAM ,64 GB ROM,oppo,Black,6.2,HD+,8,13,"₹15,990"
1827,3 GB RAM ,32 GB ROM,oppo,Blue,6.2,HD+,8,13,"₹13,990"
1828,2 GB RAM ,32 GB ROM,oppo,Blue,6.2,HD+,8,13,"₹12,990"
1829,4 GB RAM ,64 GB ROM,oppo,Green,6.2,HD+,8,13,"₹15,990"
1830,8 GB RAM ,128 GB RO,oppo,White,6.4,HD+,16,48,"₹22,990"
1831,6 GB RAM ,64 GB ROM,redmi,Black,6.53,HD+,20,64,"₹16,999"
1832,4 GB RAM ,64 GB ROM,vivo,Blue,6.35,HD+,16,13,"₹15,990"
1834,6 GB RAM ,128 GB RO,redmi,Green,6.53,HD+,8,48,"₹13,990"
1836,6 GB RAM ,64 GB ROM,vivo,Black,6.51,HD+,8,13,"₹17,990"
1838,4 GB RAM ,64 GB ROM,redmi,Grey,6.53,HD+,13,48,"₹14,999"
1843,12 GB RAM ,256 GB RO,vivo,Black,6.43,AMOLED,50,50,"₹36,999"
1845,6 GB RAM ,128 GB RO,oppo,Silver,6.43,HD+,16,48,"₹14,990"
1846,4 GB RAM ,64 GB ROM,redmi,Blue,6.53,HD+,5,13,"₹7,699"
1849,8 GB RAM ,256 GB RO,vivo,Blue,6.44,HD+,44,64,"₹30,990"
